Date,466940.KS,TDW,ADMA,TW,LEN,BMI,USLM,LW,FTLF,HMY,EVR,K.TO,IRMD,OPEN,SCHO,NICE,HCC,IGIC,PBR-A,AM,SM,ARIS.TO,ACGL,AMRZ,PL,CPRX,BRK-B,TIMB,3093.T,INVE,FIX,ITRN,494670.KS,Cash
2025-01-16,0.0,875367.5506698703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620298.2708242163,0.0,0.0,0.0,0.0,0.0,414350.51097464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13019641.667531274
2025-01-17,0.0,1052348.9875222468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889436.3864527727,0.0,0.0,0.0,0.0,0.0,416419.7735240841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12841560.852500897
2025-01-18,0.0,1052348.9875222468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889436.3864527727,0.0,0.0,0.0,0.0,0.0,416419.7735240841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12671186.852500897
2025-01-19,0.0,1052348.9875222468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889436.3864527727,0.0,0.0,0.0,0.0,0.0,416419.7735240841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500812.852500897
2025-01-20,0.0,1055288.8759902497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891921.1551051484,0.0,0.0,0.0,0.0,0.0,417583.102138971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12329534.866765631
2025-01-21,0.0,1044319.3686274197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895787.5937554557,0.0,0.0,0.0,0.0,0.0,408609.25571065955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12161340.781906465
2025-01-22,0.0,1177346.1084389873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866050.5329029858,0.0,0.0,0.0,0.0,0.0,531591.5529426634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11998992.805715363
2025-01-23,0.0,1353543.5546182902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960868.033131687,0.0,0.0,0.0,0.0,0.0,667111.4940281073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781545.7939347029,0.0,0.0,11823114.124287212
2025-01-24,0.0,1347550.0775185414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011782.345572589,0.0,0.0,0.0,0.0,0.0,665056.7742271582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776825.5677079037,0.0,0.0,11655984.234973807
2025-01-25,0.0,1347550.0775185414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011782.345572589,0.0,0.0,0.0,0.0,0.0,665056.7742271582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776825.5677079037,0.0,0.0,11485610.234973807
2025-01-26,0.0,1347550.0775185414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011782.345572589,0.0,0.0,0.0,0.0,0.0,665056.7742271582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776825.5677079037,0.0,0.0,11315236.234973807
