Date,466940.KS,TDW,ADMA,TW,LEN,BMI,USLM,LW,FTLF,HMY,EVR,K.TO,IRMD,OPEN,SCHO,NICE,HCC,IGIC,PBR-A,AM,SM,ARIS.TO,ACGL,AMRZ,PL,CPRX,BRK-B,TIMB,3093.T,INVE,FIX,ITRN,494670.KS,Cash
2025-01-27,0.0,1335076.7109303572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980445.1594390417,0.0,0.0,0.0,0.0,0.0,688974.2163941497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574544.8332974687,0.0,0.0,11149474.079938982
2025-01-28,0.0,1283813.1257301257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954751.3317559445,0.0,0.0,0.0,0.0,0.0,675000.8304294432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587491.9420752078,0.0,0.0,10990122.77000928
2025-01-29,0.0,1315343.8900753297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001234.5497284392,0.0,0.0,0.0,0.0,0.0,677033.2683788147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612675.8543311357,0.0,0.0,10810609.43748628
2025-01-30,0.0,1360790.889296473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995503.4003646043,0.0,0.0,0.0,0.0,0.0,682546.0158140864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623420.7058030404,0.0,0.0,10632655.988721795
2025-01-31,0.0,1986247.1340890508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434535.9148030975,0.0,0.0,0.0,0.0,0.0,939227.0925880065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626851.6276278645,0.0,0.0,10164197.23089198
2025-02-01,0.0,1986247.1340890508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434535.9148030975,0.0,0.0,0.0,0.0,0.0,939227.0925880065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626851.6276278645,0.0,0.0,9942492.23089198
2025-02-02,0.0,1986247.1340890508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434535.9148030975,0.0,0.0,0.0,0.0,0.0,939227.0925880065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626851.6276278645,0.0,0.0,9720787.23089198
2025-02-03,0.0,1979793.2127534244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419639.129475696,0.0,0.0,0.0,0.0,0.0,949383.529532684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619357.9339809939,0.0,0.0,10309724.194257202
2025-02-04,0.0,2083786.1103122868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455416.5943200085,0.0,0.0,0.0,0.0,0.0,947492.4769229572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617432.3734353259,0.0,0.0,10074136.445009422
2025-02-05,0.0,2555530.0044710934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622088.946416797,0.0,0.0,0.0,0.0,0.0,944663.2246823236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642876.9467514716,0.0,0.0,9852224.877678314
2025-02-06,0.0,2489497.4570079595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678112.5338560892,0.0,0.0,0.0,0.0,0.0,948866.7342660306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675258.2460873313,0.0,0.0,9637623.02878259
2025-02-07,0.0,2713044.733428955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725282.8852416696,0.0,0.0,0.0,0.0,0.0,1078728.2182617188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660532.0419667102,0.0,0.0,6417720.121100946
2025-02-08,0.0,2713044.733428955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725282.8852416696,0.0,0.0,0.0,0.0,0.0,1078728.2182617188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660532.0419667102,0.0,0.0,6196015.121100946
2025-02-09,0.0,2713044.733428955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725282.8852416696,0.0,0.0,0.0,0.0,0.0,1078728.2182617188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660532.0419667102,0.0,0.0,5974310.121100946
2025-02-10,0.0,3159102.209198941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767865.6586506208,0.0,0.0,0.0,0.0,0.0,1061389.6274026856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671430.1867908575,0.0,0.0,5740076.317956895
2025-02-11,0.0,3909992.1779334582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242229.2293437943,0.0,0.0,0.0,0.0,0.0,1302076.1028257757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257613.080094099,0.0,0.0,5520034.409802873
2025-02-12,0.0,4184166.0930461884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198350.0468235016,0.0,0.0,0.0,0.0,0.0,1408475.1790904999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150598.2015228271,0.0,0.0,5306405.479516983
2025-02-13,0.0,4265747.817307251,0.0,0.0,0.0,0.0,148593.21492118668,0.0,0.0,0.0,0.0,0.0,157721.14602147508,0.0,0.0,0.0,2260608.3480265117,0.0,0.0,0.0,0.0,0.0,1440154.5848534666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142229.8418647721,0.0,0.0,5077795.047005337
2025-02-14,0.0,4225665.628298365,0.0,0.0,0.0,0.0,149590.0904365126,0.0,0.0,0.0,0.0,0.0,155774.32776819356,0.0,0.0,0.0,2052199.1418060716,0.0,0.0,0.0,0.0,0.0,1395865.4902278446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120733.4039541632,0.0,0.0,4865503.91750885
2025-02-15,0.0,4225665.628298365,0.0,0.0,0.0,0.0,149590.0904365126,0.0,0.0,0.0,0.0,0.0,155774.32776819356,0.0,0.0,0.0,2052199.1418060716,0.0,0.0,0.0,0.0,0.0,1395865.4902278446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120733.4039541632,0.0,0.0,4643798.91750885
2025-02-16,0.0,4225665.628298365,0.0,0.0,0.0,0.0,149590.0904365126,0.0,0.0,0.0,0.0,0.0,155774.32776819356,0.0,0.0,0.0,2052199.1418060716,0.0,0.0,0.0,0.0,0.0,1395865.4902278446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120733.4039541632,0.0,0.0,4422093.91750885
2025-02-17,0.0,4207632.037077393,0.0,0.0,0.0,0.0,148951.6947897831,0.0,0.0,0.0,0.0,0.0,155109.5400644811,0.0,0.0,0.0,2043441.1084729275,0.0,0.0,0.0,0.0,0.0,1389908.4482220467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115950.524793245,0.0,0.0,4201692.646580122
2025-02-18,0.0,4300866.997529559,0.0,0.0,0.0,0.0,152498.37608841807,0.0,0.0,0.0,0.0,0.0,160966.71380366385,0.0,0.0,0.0,2090681.0128814243,0.0,0.0,0.0,0.0,0.0,1400400.6696841866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132390.9879470468,0.0,0.0,3973179.2420657016
2025-02-19,0.0,4257222.043119334,0.0,0.0,0.0,0.0,148365.89869758114,0.0,0.0,0.0,0.0,0.0,160182.27375996765,0.0,0.0,0.0,2352999.8466430907,275200.60682417825,0.0,0.0,0.0,0.0,1404927.6430014148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135081.9379840419,0.0,0.0,3762612.7499703914
2025-02-20,0.0,4147257.5667574704,0.0,0.0,0.0,0.0,145183.8238459155,0.0,0.0,0.0,0.0,0.0,161300.2794720456,0.0,0.0,0.0,2406399.2778381146,268998.8114744052,0.0,0.0,0.0,0.0,1410532.4382073358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095636.6818140745,0.0,0.0,3549248.1205906384
2025-02-21,0.0,4045640.380620852,0.0,0.0,0.0,0.0,407732.38856850006,0.0,0.0,0.0,0.0,0.0,157846.798373349,0.0,0.0,0.0,2298073.4245558036,392410.7785533238,0.0,0.0,0.0,0.0,1387932.8404094558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037653.5511098504,0.0,0.0,3335765.837808866
2025-02-22,0.0,4045640.380620852,0.0,0.0,0.0,0.0,407732.38856850006,0.0,0.0,0.0,0.0,0.0,157846.798373349,0.0,0.0,0.0,2298073.4245558036,392410.7785533238,0.0,0.0,0.0,0.0,1387932.8404094558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037653.5511098504,0.0,0.0,3114060.837808866
2025-02-23,0.0,4045640.380620852,0.0,0.0,0.0,0.0,407732.38856850006,0.0,0.0,0.0,0.0,0.0,157846.798373349,0.0,0.0,0.0,2298073.4245558036,392410.7785533238,0.0,0.0,0.0,0.0,1387932.8404094558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037653.5511098504,0.0,0.0,2892355.837808866
2025-02-24,0.0,4022437.875820756,0.0,0.0,0.0,0.0,402719.9116460681,0.0,0.0,0.0,0.0,0.0,155509.5205482021,0.0,0.0,0.0,2485391.026085671,395240.77279628813,0.0,0.0,0.0,0.0,1412847.4511266798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023937.6804348826,0.0,0.0,2666542.7615414523
2025-02-25,0.0,3827410.573613953,0.0,0.0,0.0,0.0,406350.88328114245,0.0,0.0,0.0,0.0,0.0,153409.14418043196,0.0,0.0,0.0,2540739.599406766,397759.2001162078,0.0,0.0,0.0,0.0,1419863.8027844997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045655.3215067983,0.0,0.0,2453704.475110201
2025-02-26,0.0,3829687.692214966,0.0,0.0,0.0,0.0,413435.45475769043,0.0,0.0,0.0,0.0,0.0,156564.23377990723,0.0,0.0,0.0,2512406.806783676,401165.2707481384,0.0,0.0,0.0,0.0,1408443.4602012634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066799.2749023438,0.0,0.0,2232686.806612015
2025-02-27,0.0,3903917.4690314904,0.0,0.0,0.0,0.0,394688.4254598627,0.0,0.0,0.0,0.0,0.0,152026.15562004223,0.0,0.0,0.0,2482122.4817704177,385735.4039798258,0.0,0.0,0.0,0.0,1453210.922444732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018575.5096819401,0.0,0.0,2007870.6320116892
2025-02-28,0.0,3703986.2150547616,0.0,0.0,0.0,0.0,678486.0677849129,0.0,0.0,0.0,0.0,0.0,153691.06531701796,0.0,0.0,0.0,2428625.6485401466,665630.3299082071,0.0,0.0,0.0,0.0,1481771.4620341547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048881.1363192946,0.0,0.0,1797995.0750415046
2025-03-01,0.0,3703986.2150547616,0.0,0.0,0.0,0.0,678486.0677849129,0.0,0.0,0.0,0.0,0.0,153691.06531701796,0.0,0.0,0.0,2428625.6485401466,665630.3299082071,0.0,0.0,0.0,0.0,1481771.4620341547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048881.1363192946,0.0,0.0,1762256.0750415046
2025-03-02,0.0,3703986.2150547616,0.0,0.0,0.0,0.0,678486.0677849129,0.0,0.0,0.0,0.0,0.0,153691.06531701796,0.0,0.0,0.0,2428625.6485401466,665630.3299082071,0.0,0.0,0.0,0.0,1481771.4620341547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048881.1363192946,0.0,0.0,1726517.0750415046
2025-03-03,0.0,3323088.9558911175,0.0,0.0,0.0,0.0,658607.3602862656,0.0,0.0,0.0,0.0,0.0,152965.08663805947,0.0,0.0,0.0,2431053.256238033,652726.1498539522,0.0,0.0,0.0,0.0,1493054.3478453998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004479.2898483276,0.0,0.0,1711114.5533988439
2025-03-04,0.0,3452728.345147781,0.0,0.0,0.0,0.0,654565.0115557853,0.0,0.0,0.0,0.0,0.0,152625.81783114653,0.0,0.0,0.0,2478669.4057907816,630083.2946370961,0.0,0.0,0.0,0.0,1473340.4184262315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984584.8179382905,0.0,0.0,1667069.8886728883
2025-03-05,0.0,4383219.368557845,0.0,0.0,0.0,0.0,665976.0671435762,0.0,0.0,0.0,0.0,0.0,151694.0332041448,0.0,0.0,0.0,2465988.014910661,632489.5888492512,0.0,0.0,0.0,0.0,1459896.2735819248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008664.6830806583,0.0,0.0,1671101.9706719387
2025-03-06,0.0,4378153.108886719,0.0,0.0,0.0,0.0,649890.0949577428,0.0,0.0,0.0,0.0,0.0,148654.13392729685,0.0,0.0,0.0,2422206.1960602086,620596.8231670372,0.0,0.0,0.0,0.0,1450504.881251229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942715.3826964498,0.0,0.0,1636819.379053317
2025-03-07,0.0,4618819.313331604,0.0,0.0,0.0,0.0,651092.1941757202,0.0,0.0,0.0,0.0,0.0,148499.61554718018,0.0,0.0,0.0,2353035.6219005585,630743.3938598633,0.0,0.0,0.0,0.0,1447946.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933864.7790527344,0.0,0.0,1593299.5821323395
2025-03-08,0.0,4618819.313331604,0.0,0.0,0.0,0.0,651092.1941757202,0.0,0.0,0.0,0.0,0.0,148499.61554718018,0.0,0.0,0.0,2353035.6219005585,630743.3938598633,0.0,0.0,0.0,0.0,1447946.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933864.7790527344,0.0,0.0,1557560.5821323395
2025-03-09,0.0,4618819.313331604,0.0,0.0,0.0,0.0,651092.1941757202,0.0,0.0,0.0,0.0,0.0,148499.61554718018,0.0,0.0,0.0,2353035.6219005585,630743.3938598633,0.0,0.0,0.0,0.0,1447946.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933864.7790527344,0.0,0.0,1521821.5821323395
2025-03-10,0.0,4318387.599854674,0.0,0.0,0.0,0.0,614205.4031821992,0.0,0.0,0.0,0.0,0.0,147820.89914938062,0.0,0.0,0.0,2367742.0945247635,642090.9164159931,0.0,0.0,0.0,0.0,1443251.8083653077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903205.1769129485,0.0,0.0,1497843.101594733
2025-03-11,0.0,4382892.195648532,0.0,0.0,0.0,0.0,639848.4700200614,0.0,0.0,0.0,0.0,0.0,149867.15277843177,0.0,0.0,0.0,2478152.9672954,643283.0599260051,0.0,0.0,0.0,0.0,1443902.1300390735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942812.4372862279,0.0,0.0,1456334.5870062672
2025-03-12,0.0,4320789.553585555,0.0,0.0,0.0,0.0,670925.4998802021,0.0,0.0,0.0,0.0,0.0,150761.13722903654,0.0,0.0,0.0,2413907.254420845,650076.93975918,0.0,0.0,0.0,0.0,1423102.452807203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971727.223869592,0.0,0.0,1424948.9384483863
2025-03-13,0.0,4280795.507717133,0.0,0.0,0.0,0.0,660484.7403526306,0.0,0.0,0.0,0.0,0.0,146537.10770606995,0.0,0.0,0.0,2434831.9408893585,634018.9012527466,0.0,0.0,0.0,0.0,1440796.4208602905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945166.2154388428,0.0,0.0,1390233.1657829285
2025-03-14,0.0,4345651.72338577,0.0,0.0,0.0,0.0,675497.9871162213,0.0,0.0,0.0,0.0,0.0,149876.34924368933,0.0,0.0,0.0,2489388.1287520286,656692.8771776147,0.0,0.0,0.0,0.0,1479780.4873335175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988301.2278953195,0.0,0.0,1350306.2190958392
2025-03-15,0.0,4345651.72338577,0.0,0.0,0.0,0.0,675497.9871162213,0.0,0.0,0.0,0.0,0.0,149876.34924368933,0.0,0.0,0.0,2489388.1287520286,656692.8771776147,0.0,0.0,0.0,0.0,1479780.4873335175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988301.2278953195,0.0,0.0,1314567.2190958392
2025-03-16,0.0,4345651.72338577,0.0,0.0,0.0,0.0,675497.9871162213,0.0,0.0,0.0,0.0,0.0,149876.34924368933,0.0,0.0,0.0,2489388.1287520286,656692.8771776147,0.0,0.0,0.0,0.0,1479780.4873335175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988301.2278953195,0.0,0.0,1278828.2190958392
2025-03-17,0.0,4444671.296580279,0.0,0.0,0.0,0.0,672977.0190950669,0.0,0.0,0.0,0.0,0.0,148448.0091976039,0.0,0.0,0.0,2437353.1308223726,661433.7156226765,0.0,0.0,0.0,0.0,1518720.355718322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000538.192110166,0.0,0.0,1240562.2808535136
2025-03-18,0.0,4411740.4313871935,0.0,0.0,0.0,0.0,657702.7233629953,0.0,0.0,0.0,0.0,0.0,147634.12701489404,0.0,0.0,0.0,2486048.1933595194,647016.882711919,0.0,0.0,0.0,0.0,1480427.5254009701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975734.6892689317,0.0,0.0,1204767.427493576
2025-03-19,0.0,4538688.647588298,0.0,0.0,0.0,0.0,692360.8593505248,0.0,0.0,0.0,0.0,0.0,150573.51547634974,0.0,0.0,0.0,2421034.413578678,653479.4085485861,0.0,0.0,0.0,0.0,1485293.8834480941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032756.6169582307,0.0,0.0,1165739.6550512388
2025-03-20,0.0,4583254.032815726,0.0,0.0,0.0,0.0,678984.9919547047,0.0,0.0,0.0,0.0,0.0,149003.42456905078,0.0,0.0,0.0,2365554.734708711,686027.123481785,0.0,0.0,0.0,0.0,1467855.4269430842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026671.4947302267,0.0,0.0,1129778.7707967106
2025-03-21,0.0,4563361.30728556,0.0,0.0,0.0,0.0,679888.2936084829,0.0,0.0,0.0,0.0,0.0,150828.91581499483,0.0,0.0,0.0,2379363.0225769826,676568.693207507,0.0,0.0,0.0,0.0,1483087.35938361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029066.3500820026,0.0,0.0,1094452.058040861
2025-03-22,0.0,4563361.30728556,0.0,0.0,0.0,0.0,679888.2936084829,0.0,0.0,0.0,0.0,0.0,150828.91581499483,0.0,0.0,0.0,2379363.0225769826,676568.693207507,0.0,0.0,0.0,0.0,1483087.35938361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029066.3500820026,0.0,0.0,1058713.058040861
2025-03-23,0.0,4563361.30728556,0.0,0.0,0.0,0.0,679888.2936084829,0.0,0.0,0.0,0.0,0.0,150828.91581499483,0.0,0.0,0.0,2379363.0225769826,676568.693207507,0.0,0.0,0.0,0.0,1483087.35938361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029066.3500820026,0.0,0.0,1022974.058040861
2025-03-24,0.0,4773659.62351476,0.0,0.0,0.0,0.0,705845.9614174906,0.0,0.0,0.0,0.0,0.0,152248.42401815392,0.0,0.0,0.0,2455656.665158742,693100.4351158161,0.0,0.0,0.0,0.0,1514743.7105163764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107443.5259523243,0.0,0.0,1276529.6543063354
2025-03-25,0.0,4721008.050565217,0.0,0.0,0.0,0.0,679073.4063832276,0.0,0.0,0.0,0.0,0.0,152691.60894827545,0.0,0.0,0.0,2492848.424922414,677808.4643478692,0.0,0.0,0.0,0.0,1525478.0324529484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090505.1247450411,0.0,0.0,1241862.8876350075
2025-03-26,0.0,4813580.492472722,0.0,0.0,0.0,0.0,663577.2590753809,0.0,0.0,0.0,0.0,0.0,151738.81822918728,0.0,0.0,0.0,2487267.9460280994,669186.8156703189,0.0,0.0,0.0,0.0,1542841.1995407073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007385.0730668977,0.0,0.0,1202530.3959166855
2025-03-27,0.0,4792861.5674904,0.0,0.0,0.0,0.0,658702.2033653175,0.0,0.0,0.0,0.0,0.0,153840.5950229792,0.0,0.0,0.0,2564774.736451765,684241.5150403604,0.0,0.0,0.0,0.0,1562913.307835646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970908.9064585865,0.0,0.0,1165417.168334946
2025-03-28,0.0,4701496.66366834,0.0,0.0,0.0,0.0,649563.7454793276,0.0,0.0,0.0,0.0,0.0,150654.49593227264,0.0,0.0,0.0,2471667.3823653,665751.139222919,0.0,0.0,0.0,0.0,1528639.8734575436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944587.4200130552,0.0,0.0,1136042.2798612416
2025-03-29,0.0,4701496.66366834,0.0,0.0,0.0,0.0,649563.7454793276,0.0,0.0,0.0,0.0,0.0,150654.49593227264,0.0,0.0,0.0,2471667.3823653,665751.139222919,0.0,0.0,0.0,0.0,1528639.8734575436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944587.4200130552,0.0,0.0,1100303.2798612416
2025-03-30,0.0,4701496.66366834,0.0,0.0,0.0,0.0,649563.7454793276,0.0,0.0,0.0,0.0,0.0,150654.49593227264,0.0,0.0,0.0,2471667.3823653,665751.139222919,0.0,0.0,0.0,0.0,1528639.8734575436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944587.4200130552,0.0,0.0,1064565.2798612416
2025-03-31,0.0,4596285.248488926,0.0,0.0,0.0,0.0,647556.3855312159,0.0,0.0,0.0,0.0,0.0,151631.7209628392,0.0,0.0,0.0,2439898.9887057734,680294.1778672021,0.0,0.0,0.0,0.0,1554606.4328941377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944232.179494746,0.0,0.0,1033998.8660551608
2025-04-01,0.0,4679419.4944949,0.0,0.0,0.0,0.0,669744.9828230962,0.0,0.0,0.0,0.0,0.0,154702.36075935513,0.0,0.0,0.0,2461547.377698999,685360.0195012987,0.0,0.0,0.0,0.0,1556656.5272073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968378.2370846272,0.0,0.0,976367.0004304238
2025-04-02,0.0,4711165.707288818,0.0,0.0,0.0,0.0,681593.2652433403,0.0,0.0,0.0,0.0,0.0,154926.78479885124,0.0,0.0,0.0,2388145.500091184,684950.8622867893,0.0,0.0,0.0,0.0,1565547.4132636506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003055.7755441219,0.0,0.0,923534.6914832443
2025-04-03,0.0,4096467.536658235,0.0,0.0,0.0,0.0,636129.5281983912,0.0,0.0,0.0,0.0,0.0,148055.3468581289,0.0,0.0,0.0,2239946.5106711723,671252.7703177184,0.0,0.0,0.0,0.0,1552653.6648847163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910034.1535300016,0.0,0.0,899046.4888816364
2025-04-04,0.0,3733644.136794038,0.0,0.0,0.0,0.0,620422.6621814491,0.0,0.0,0.0,0.0,0.0,142396.54582272097,0.0,0.0,0.0,2052425.9240746335,618152.3775591236,0.0,0.0,0.0,0.0,1401545.5495107677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857523.5956191495,0.0,0.0,865470.208438117
2025-04-05,0.0,3733644.136794038,0.0,0.0,0.0,0.0,620422.6621814491,0.0,0.0,0.0,0.0,0.0,142396.54582272097,0.0,0.0,0.0,2052425.9240746335,618152.3775591236,0.0,0.0,0.0,0.0,1401545.5495107677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857523.5956191495,0.0,0.0,811827.208438117
2025-04-06,0.0,3733644.136794038,0.0,0.0,0.0,0.0,620422.6621814491,0.0,0.0,0.0,0.0,0.0,142396.54582272097,0.0,0.0,0.0,2052425.9240746335,618152.3775591236,0.0,0.0,0.0,0.0,1401545.5495107677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857523.5956191495,0.0,0.0,758184.208438117
2025-04-07,0.0,4243359.749275524,0.0,0.0,0.0,0.0,743992.6287324429,0.0,0.0,0.0,0.0,0.0,141588.74188260734,0.0,0.0,0.0,2074175.4941436835,585209.5702450722,0.0,0.0,0.0,0.0,1363555.7467864864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907575.9219459593,0.0,0.0,699654.1469882242
2025-04-08,0.0,3957193.686259575,0.0,0.0,0.0,0.0,751846.0919849016,0.0,0.0,0.0,0.0,0.0,140675.0581681542,0.0,0.0,0.0,2221880.7936128695,621377.0657164976,0.0,0.0,0.0,0.0,1397363.7929758616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914922.7244608104,0.0,0.0,2052260.78682133
2025-04-09,0.0,4467485.111683554,0.0,0.0,0.0,0.0,830549.5001771171,0.0,0.0,0.0,0.0,0.0,151253.0944776684,0.0,0.0,0.0,2308908.3893999364,658185.0532119488,0.0,0.0,0.0,0.0,1495462.9561907137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057012.687158212,0.0,0.0,1977462.2077008486
2025-04-10,0.0,4328268.89685533,0.0,0.0,0.0,0.0,777082.0158351883,0.0,0.0,0.0,0.0,0.0,142246.99397713132,0.0,0.0,0.0,2198659.0271447226,716026.9003193937,0.0,0.0,0.0,0.0,1438722.8814320974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456879.1816199794,0.0,0.0,1943904.102816157
2025-04-11,0.0,4874934.044193085,0.0,0.0,0.0,0.0,796119.1711588651,0.0,0.0,0.0,0.0,0.0,149296.80661248416,0.0,0.0,0.0,2393372.890923377,725757.9982680976,0.0,0.0,0.0,0.0,1471540.8929174915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514411.912002623,0.0,0.0,1876460.2839239761
2025-04-12,0.0,4874934.044193085,0.0,0.0,0.0,0.0,796119.1711588651,0.0,0.0,0.0,0.0,0.0,149296.80661248416,0.0,0.0,0.0,2393372.890923377,725757.9982680976,0.0,0.0,0.0,0.0,1471540.8929174915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514411.912002623,0.0,0.0,1822817.2839239761
2025-04-13,0.0,4874934.044193085,0.0,0.0,0.0,0.0,796119.1711588651,0.0,0.0,0.0,0.0,0.0,149296.80661248416,0.0,0.0,0.0,2393372.890923377,725757.9982680976,0.0,0.0,0.0,0.0,1471540.8929174915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514411.912002623,0.0,0.0,1769174.2839239761
2025-04-14,0.0,4551177.090327865,0.0,0.0,0.0,0.0,790513.4040829651,0.0,0.0,0.0,0.0,0.0,147969.63798257336,0.0,0.0,0.0,2309370.003687064,718094.4640342612,0.0,0.0,0.0,0.0,1449659.0012542587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492014.2002218068,0.0,0.0,1728155.1984092053
2025-04-15,0.0,4356839.039069235,0.0,0.0,0.0,0.0,785878.4242023546,0.0,0.0,0.0,0.0,0.0,145021.8075820757,0.0,0.0,0.0,2337136.3637938583,729169.1323974989,0.0,0.0,0.0,0.0,1443635.335600323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511970.7098154463,0.0,0.0,1679857.1875392087
